Ship Mode,Segment,Postal Code,Sub-Category,Sales,Quantity,Discount,Profit,Hierarchical_Encoded,season
3,0,-1.0946106285491437,1,-0.011232385654625887,-0.7123794506632118,-0.9371118939453057,1.5175014413879055,18257,3
1,1,-0.7188721287991403,2,-0.8337265723400892,0.42301973367725665,0.24347241136819048,-0.22394191196280425,8060,0
1,1,-0.7188721287991403,2,-0.6225476174506205,-1.280079042833446,0.24347241136819048,-0.38861104653634365,8060,0
3,0,0.6340695124852411,1,-0.41262767858791743,0.42301973367725665,0.8337645640249384,-0.45992991419300033,40131,1
3,1,0.7318421279118776,1,1.9376614729770494,-0.14467985849297757,0.24347241136819048,1.1299201382710715,4073,2
3,1,0.7318421279118776,1,3.565695097187534,-0.14467985849297757,0.24347241136819048,0.06370519065359634,4073,2
2,1,-1.428200455192007,0,2.1219394520946278,0.42301973367725665,0.24347241136819048,0.4544297910941902,30208,2
3,1,-1.1474656799345941,1,-0.1745267643261128,-0.7123794506632118,0.8337645640249384,-2.0300494044018507,35235,0
3,1,-1.1474656799345941,2,-0.826843951393771,-0.7123794506632118,0.24347241136819048,-0.2540580984836915,35235,0
0,0,-1.427738973369666,2,-0.3192191812021394,-0.14467985849297757,-0.9371118939453057,0.4106997290021543,30208,3
3,0,1.0341434870000241,2,-0.8703534469187426,-1.280079042833446,-0.9371118939453057,-0.20925195262316135,3165,0
1,0,-0.7074273796050846,2,-0.6645987527445887,-0.14467985849297757,0.24347241136819048,0.1736781199943255,8025,0
1,0,-0.7074273796050846,2,-0.5805804165584367,-0.7123794506632118,0.24347241136819048,-0.31431878951937364,8025,0
1,0,-0.7074273796050846,2,-0.05032483328569504,-0.14467985849297757,0.24347241136819048,1.1462525412573636,8025,0
3,0,1.2821130528712292,2,-0.8513632885150294,-1.280079042833446,-0.9371118939453057,-0.12196881590101313,43281,2
2,0,1.1474218916573165,0,0.42142060309317525,-0.14467985849297757,-0.05167366496018364,0.11040864210594539,3099,3
3,2,-1.1511882999681444,2,-0.8810236077455802,-1.280079042833446,0.24347241136819048,-0.2965421688437865,35044,1
3,2,-1.1511882999681444,2,-0.6860020251996023,-0.7123794506632118,0.24347241136819048,0.09333289177957499,35044,1
0,0,-0.3101530614791701,2,-0.6966092352251018,0.9907193258474909,-0.9371118939453057,0.0708413251183482,12142,0
3,1,1.0341434870000241,1,0.6170795625027031,1.5584189180177253,0.24347241136819048,0.3322872038716074,3165,3
3,1,0.7259351605859133,2,-0.7622983964215924,-0.14467985849297757,0.24347241136819048,-0.1845515824371304,4166,0
3,1,-1.428200455192007,2,-0.706943658444802,-0.7123794506632118,-0.9371118939453057,0.08094376944493634,30208,0
2,0,-1.0545847718247718,2,0.5861707190456098,-0.14467985849297757,-0.9371118939453057,2.6254500325269206,42288,3
2,2,-1.0530157336288126,0,-0.5911141839823748,-0.7123794506632118,-0.9371118939453057,-0.16079278554853205,42008,0
3,0,-0.7544985254838618,2,-0.790301011216902,-1.280079042833446,-0.9371118939453057,-0.1190060457884153,9056,2
0,0,1.0667241036572954,1,-0.06858056567379492,-0.7123794506632118,0.24347241136819048,-0.6002738919997865,3228,2
3,0,-0.40617204598091095,1,-0.10108416276479122,-0.7123794506632118,0.8337645640249384,-0.7857284341016109,32056,0
3,1,1.0337435360873286,2,0.0482561216100446,2.6938181023581933,-0.9371118939453057,1.8982227104805882,3165,3
3,2,-1.1478963963021123,2,-0.648231544396637,1.5584189180177253,0.24347241136819048,-0.13353671641232714,35235,2
3,0,1.1591742953995994,2,-0.7217895557604119,-0.14467985849297757,-0.9371118939453057,0.2627311313357078,3272,1
3,0,1.033005165171583,2,-0.7844256030919962,-0.14467985849297757,-0.9371118939453057,-0.08322272073674053,3165,1
2,0,-1.4281389242823612,2,-0.759927249571184,-0.7123794506632118,-0.9371118939453057,-0.029701712251101783,30208,1
2,0,0.1159792532704653,1,0.43875568001170284,-0.14467985849297757,0.8337645640249384,-2.7958352149028167,11088,0
3,1,1.1591742953995994,3,0.6623621722653694,-1.280079042833446,0.24347241136819048,0.08510297480013643,3272,1
0,0,0.6053038122259885,2,-0.9057213054706303,-1.280079042833446,2.6046410219951825,-0.3653371952934154,40095,1
2,0,1.034266548819315,1,-0.15251496745816243,-0.7123794506632118,0.24347241136819048,-0.31431878951937364,3165,0
0,2,1.0530642417160032,2,-0.15077332862113682,0.9907193258474909,-0.9371118939453057,1.9064136902184037,3237,2
1,2,-0.8107070114449898,2,-0.8173173967912453,-0.14467985849297757,-0.9371118939453057,-0.06090106203896023,9285,3
1,2,-0.8107070114449898,0,0.342760953870944,-0.7123794506632118,-0.9371118939453057,1.5545130594253287,9285,3
3,1,0.12533195153657525,3,-0.5665371419598898,-0.14467985849297757,2.0143488693384346,-1.8241209527047262,11013,0
3,2,-0.40617204598091095,3,0.16018264638949858,-0.7123794506632118,1.4240567166816867,-2.372088293816553,32056,1
0,2,-1.1471887908411895,3,-0.10427367003259722,-0.14467985849297757,1.4240567166816867,-1.592578875518046,35235,1
3,0,-1.427738973369666,2,-0.7064190684336498,-0.7123794506632118,-0.9371118939453057,0.03947914686552016,30208,0
3,1,-1.4274005533666159,1,1.2242085660097024,-0.7123794506632118,-0.3468197412885576,2.2532170821080846,30208,2
3,1,-1.4274005533666159,2,-0.04910778445982172,0.42301973367725665,-0.9371118939453057,0.21222598920124391,30208,2
2,2,1.1135798913523134,2,-0.7181698846834611,-0.14467985849297757,-0.9371118939453057,0.13988767376390837,3062,3
0,1,0.6340695124852411,2,-0.8902983591427529,0.42301973367725665,2.6046410219951825,-0.3666504422608871,40131,0
3,2,-0.7544985254838618,3,1.4599278416208756,-0.14467985849297757,-0.9371118939453057,2.0906222405882873,9056,2
1,0,-1.5374793507223443,2,-0.7720977378299173,-0.7123794506632118,-0.9371118939453057,0.035606661198636015,5185,1
3,0,-1.4789326901946889,3,0.3638809477199355,-0.7123794506632118,0.8337645640249384,-1.4248160001100856,28310,1
3,0,0.8881921693209922,2,-0.27942378295612613,0.42301973367725665,0.24347241136819048,-0.4217289404114518,1106,2
1,0,0.6339156852111275,2,-0.8810655749464725,0.42301973367725665,2.6046410219951825,-0.45636184696062443,40131,3
3,2,1.033005165171583,2,-0.6926748101414596,-0.14467985849297757,-0.9371118939453057,0.27377514895972854,3165,0
3,1,1.299218645752667,2,-0.8655796778172566,-0.7123794506632118,-0.9371118939453057,-0.18465069541580756,43309,0
3,2,1.0341434870000241,2,-0.8640059077837997,-0.7123794506632118,-0.9371118939453057,-0.20524495648521535,3165,0
0,0,1.0338665979066195,2,-0.872294429960006,-0.7123794506632118,-0.9371118939453057,-0.20778649643843553,3165,0
3,0,-1.1478963963021123,1,-0.5820597603898862,-1.280079042833446,0.8337645640249384,-0.6363651752352079,35235,3
3,0,0.9006214130693753,2,0.1650928088938841,1.5584189180177253,0.24347241136819048,1.4184450986986121,1304,3
3,0,-1.179184863856829,2,-0.8550459103933186,-0.7123794506632118,0.24347241136819048,-0.19577966702155145,35003,2
3,2,1.11511816409345,0,0.15392428755645177,-0.7123794506632118,-0.05167366496018364,0.28030952605394077,3144,3
2,0,-0.40617204598091095,2,-0.872504265964467,0.9907193258474909,0.24347241136819048,-0.23332932694322184,32056,1
2,0,1.2820515219615838,3,-0.014065171714848248,-0.7123794506632118,-0.9371118939453057,1.2682889360027925,43281,1
0,0,1.0328821033522921,1,2.2519538404586132,0.9907193258474909,0.24347241136819048,-2.719259819627035,3165,0
0,0,1.0328821033522921,1,1.0848459836469833,-0.7123794506632118,0.24347241136819048,0.5295574289314386,3165,0
0,0,0.7222433060071858,1,3.087940482230913,0.9907193258474909,0.8337645640249384,-1.0862673034445125,40085,3
0,0,-1.427738973369666,2,-0.6693830136462976,-0.14467985849297757,-0.9371118939453057,0.3350694467730434,30208,2
0,0,-1.427738973369666,2,-0.8838354102053566,-0.7123794506632118,-0.9371118939453057,-0.20965548403634673,30208,2
0,2,0.1591431863867557,0,0.9674322473508761,-0.14467985849297757,0.8337645640249384,-1.5852940715852786,11232,1
3,0,-0.40617204598091095,1,-0.6643889167401278,-0.7123794506632118,0.8337645640249384,-0.38712435185618693,32056,1
